gene,locus_capt,type,Stock_number,PA.site.number,insert.location,PA.group,treatment,collection.time,replicate,tray,row,column,plant_ID,rosette.diameter,bolt.at.collection,germination.day,Length.cm.,primary.length,upper.LR.count,mid.LR.count,lower.LR.count,upper.LR.length,mid.LR.length,lower.LR.length,LR.count,LR.density,mid.LR.density,lower.LR.density,ttl.LR.count,upper.LR.density,below.ground.mass.mg,above.ground.mass.mg,day.to.bolt,diameter.at.bolt,day.to.flower,day.to.mature,reprod.num,basal.fruit.length,mid.fruit.length,upper.fruit.length,inflorescence.height,mainbranch,basal.branch,ttl.maininfl.branch,branch.basalbranch,days.to.collect,days.to.bolt,days.to.flower,collection.age,days.to.mature,ttl.branch,fruit.num,flw.num,aborted.fruits,flw.buds,above.ground.mass.g,plant.age,locus,PAC_count,PAC_count_neg,PAC_count_pos,mean_PAC_insert_dist,mean_PAC_insert_dist_pos,mean_PAC_insert_dist_neg,PAC_strand_group
ARF11,AT2G46530,auxin.signal.transduction,SALK_063778C,4,exon,>2,control,14d,5,3,F,3,453,14,,2,35.9592,5.41,10,5,3,2.15,2.197,0.239,NA,2.218114603,2.772643253,1.663585952,8,5.545286506,0.236,2.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT2G46530,4,0,4,1351,1351,NA,+
LAX2,AT2G21050,auxin.transport,SALK_208379C,1,exon,1+2,control,14d,5,3,F,4,454,18.4,,2,65.724,4.61,8,8,1,2.337,1.9,0.139,NA,2.928416486,5.206073753,0.650759219,9,5.206073753,0.465,3.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT2G21050,1,0,1,1535,1535,NA,+
ARF4,AT5G60450,auxin.signal.transduction,SALK_070506C,3,exon,>2,IAA,14d,6,3,F,5,455,5.5,,4,9.6879,3.894,8,4,0,0.187,1.423,0,NA,1.540832049,3.081664099,0,4,6.163328197,0.051,0.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT5G60450,10,10,0,2728.1,NA,2728.1,-
IAA33,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,control,14d,6,3,F,6,456,15.5,,2,38.1177,3.404,9,7,5,2.334,2.34,0.747,NA,5.287896592,6.169212691,4.406580494,12,7.931844888,0.2,1.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT5G57420,1,0,1,899,899,NA,+
phytometer,,,CS22658,NA,phytometer,,IAA,14d,5,3,F,10,460,17.6,,2,66.1929,5.47,14,9,5,3.134,2.657,0.515,NA,3.839122486,4.936014625,2.742230347,14,7.678244973,0.371,2.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
IAA8,AT2G22670,auxin.signal.transduction,SALK_202296C,1,promoter,1+2,IAA,14d,5,3,G,1,461,19.9,,3,98.3161,3.857,14,15,20,4.729,1.165,0.492,NA,13.61161525,11.66709878,15.55613171,35,10.8892922,0.595,3.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT2G22670,9,0,9,1312.666667,1312.666667,NA,+
SUR1,AT2G20610,auxin.synthesis.metabolism,SALK_113460C,1,intron,1+2,IAA,14d,5,3,G,3,463,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT2G20610,7,7,0,1293.857143,NA,1293.857143,-
IAA33,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,IAA,14d,6,3,G,4,464,15.2,,2,43.0653,4.354,16,4,0,0.831,0.03,0,NA,1.378043179,2.756086357,0,4,11.02434543,0.271,2.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT5G57420,1,0,1,899,899,NA,+
IAA5,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,control,14d,5,3,G,5,465,18.1,,3,69.0699,3.48,5,6,0,1.95,1.816,0,NA,2.586206897,5.172413793,0,6,4.310344828,0.362,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G15580,1,1,0,465,NA,465,-
IAA33,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,control,14d,5,3,G,8,468,15,,3,40.6674,5.418,8,8,7,2.289,1.447,0.18,NA,4.15282392,4.429678848,3.875968992,15,4.429678848,0.176,1.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT5G57420,1,0,1,899,899,NA,+
phytometer,,,CS22596,NA,phytometer,,IAA,14d,5,3,G,10,470,16.3,,2,40.7086,5.498,18,15,5,1.954,1.309,0.06,NA,5.456529647,8.184794471,2.728264824,20,9.821753365,0.279,1.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS70000,NA,phytometer,,IAA,14d,6,3,H,2,472,19.9,,3,52.3176,4.779,12,14,1,3.163,0.634,0.335,NA,4.708097928,8.788449466,0.62774639,15,7.532956685,0.302,2.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
AFB3,AT1G12820,auxin.signal.transduction,SALK_068787C,1,exon,1+2,IAA,14d,6,3,H,3,473,20.2,,4,84.9969,4.924,13,16,2,0.176,1.566,0.233,NA,5.483346872,9.748172218,1.218521527,18,7.920389927,0.539,3.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G12820,11,11,0,NA,NA,NA,-
phytometer,,,CS70000,NA,phytometer,,control,14d,6,3,H,5,475,18.2,,2,38.3841,3.668,11,2,0,2.509,1.125,0,NA,0.817884406,1.635768811,0,2,8.996728462,0.395,4.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS22596,NA,phytometer,,IAA,14d,6,3,H,9,479,4,,3,2.3238,2.25,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
PIN7,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,IAA,14d,5,3,I,3,483,17,,2,45.7355,2.31,9,9,2,3.205,0.919,0.027,NA,7.142857143,11.68831169,2.597402597,11,11.68831169,0.392,2.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
PIN7,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,IAA,14d,6,3,I,8,488,13.4,,3,50.9443,3.274,19,12,0,1.609,0.327,0,NA,5.497861943,10.99572389,0,12,17.40989615,0.316,1.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
IAA15,AT1G80390,auxin.signal.transduction,SALK_150265C,0,no.info,0,IAA,14d,6,3,I,9,489,13.4,,2,68.7233,5.649,16,6,0,4.124,0.517,0,NA,1.593202337,3.186404673,0,6,8.497079129,0.354,1.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G80390,2,2,0,NA,NA,NA,-
IAA5,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,IAA,14d,6,3,I,10,490,16.9,,3,73.5511,4.842,19,14,1,0.387,1.701,0.138,NA,4.646840149,8.674101611,0.619578686,15,11.77199504,0.423,1.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G15580,1,1,0,465,NA,465,-
ARF14,AT1G35540,auxin.signal.transduction,SALK_049581C,0,exon,0,IAA,14d,6,3,J,1,491,12.1,,2,45.4415,2.501,15,14,5,2.275,2.771,0.43,NA,11.39544182,16.79328269,5.99760096,19,17.99280288,0.279,1.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G35540,4,0,4,1762,1762,NA,+
IAA15,AT1G80390,auxin.signal.transduction,SALK_150265C,0,no.info,0,IAA,14d,5,3,J,2,492,13.6,,2,40.8597,2.057,7,4,0,4.16,0.149,0,NA,2.916869227,5.833738454,0,4,10.20904229,0.279,2.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G80390,2,2,0,NA,NA,NA,-
ARF21,AT1G34410,auxin.signal.transduction,SALK_020702C,0,exon,0,control,14d,5,3,J,3,493,16.1,,3,44.9582,4.515,7,3,0,1.511,2.98,0,NA,0.996677741,1.993355482,0,3,4.651162791,0.269,2.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G34410,3,0,3,181.6666667,181.6666667,NA,+
AFB3,AT1G12820,auxin.signal.transduction,SALK_068787C,1,exon,1+2,IAA,14d,5,3,J,5,495,18.6,,3,94.6343,5.084,22,17,8,3.454,2.495,0.372,NA,7.376081825,10.03147128,4.720692368,25,12.98190401,0.5,2.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G12820,11,11,0,NA,NA,NA,-
ARF1,AT1G59750,auxin.signal.transduction,SALK_079046C,2,exon,1+2,IAA,14d,6,3,J,7,497,4.8,,3,4.3156,2.935,2,1,0,0.033,0.2,0,NA,0.511073254,1.022146508,0,1,2.044293015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G59750,23,0,23,1676.869565,1676.869565,NA,+
phytometer,,,CS22647,NA,phytometer,,IAA,14d,6,3,J,8,498,16,,2,28.9728,3.261,17,11,0,2.032,0.581,0,NA,5.059797608,10.11959522,0,11,15.63937443,0.229,1.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS22617,NA,phytometer,,control,14d,6,3,J,9,499,15.2,,2,55.4473,4.421,9,7,1,2.684,1.39,0.146,NA,2.714318028,4.750056548,0.678579507,8,6.107215562,0.348,2.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
ABP1,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,control,14d,5,3,J,10,500,19.6,,3,72.953,3.968,9,5,6,4.938,0.955,0.525,NA,4.158266129,3.780241935,4.536290323,11,6.804435484,0.495,3.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
ARF1,AT1G59750,auxin.signal.transduction,SALK_079046C,2,exon,1+2,control,14d,6,3,K,1,501,5.5,,3,4.8912,2.162,2,4,1,1.02,0.337,0.069,NA,3.469010176,5.550416281,1.38760407,5,2.775208141,0.022,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G59750,23,0,23,1676.869565,1676.869565,NA,+
phytometer,,,CS70000,NA,phytometer,,IAA,14d,5,3,K,3,503,14.5,,4,63.39,5.351,9,15,10,2.058,1.102,0.295,NA,7.008035881,8.409643057,5.606428705,25,5.045785834,0.38,1.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
NA,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,control,fruit,4,4,H,5,254,NA,NA,2,144.5698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.052,29,19,16,22,37,19,11.3,12.1,12.5,22.3,0,0,0,0,37,17,3,35,15,0,15,1,0,0,0.029,44,AT5G57420,1,0,1,899,899,NA,+
NA,NA,NA,CS22636,NA,NA,NA,control,fruit,5,5,E,6,306,NA,NA,2,56.7975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.375,18.5,20,14.7,23,37,15,11.3,10.4,10.4,19.2,0,0,0,0,37,18,3,35,14,0,14,0,1,0,0.0185,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G80390,auxin.signal.transduction,SALK_150265C,0,no.info,0,control,fruit,6,6,I,3,396,NA,NA,2,40.5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.291,14.5,18,20.1,22,37,12,13.1,12,9.5,18.3,0,0,0,0,37,16,4,35,15,0,12,0,0,0,0.0145,44,AT1G80390,2,2,0,NA,NA,NA,-
NA,AT1G12820,auxin.signal.transduction,SALK_068787C,1,exon,1+2,control,fruit,6,6,K,2,407,NA,NA,2,57.3026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.035,18.7,18,24.3,22,37,19,9.3,8.7,9.5,21.2,0,0,0,0,37,16,4,35,15,0,16,2,0,0,0.0187,44,AT1G12820,11,11,0,NA,NA,NA,-
NA,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,control,fruit,4,4,F,6,243,NA,NA,2,113.0811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.284,10.5,20,15.8,23,38,13,9.1,10.2,11,17.5,0,0,0,0,38,18,3,36,15,0,11,1,0,0,0.0105,44,AT1G15580,1,1,0,465,NA,465,-
NA,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,control,fruit,4,4,I,2,257,NA,NA,2,52.8834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.751,9.3,20,18,23,38,12,11.3,10.7,10.1,15.3,0,0,0,0,38,18,3,36,15,0,11,0,1,0,0.0093,44,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
NA,AT1G80390,auxin.signal.transduction,SALK_150265C,0,no.info,0,control,fruit,4,4,K,1,268,NA,NA,2,259.2476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.835,53.3,21,30.7,25,38,36,12.2,11.6,10.8,24.8,2,0,2,0,38,19,4,36,13,4,36,2,1,0,0.0533,44,AT1G80390,2,2,0,NA,NA,NA,-
NA,AT1G80390,auxin.signal.transduction,SALK_150265C,0,no.info,0,control,fruit,5,5,B,6,288,NA,NA,2,99.0627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.035,22.3,20,16.2,24,38,22,10.9,11.8,9.3,22.7,1,0,1,0,38,18,4,36,14,2,20,3,0,0,0.0223,44,AT1G80390,2,2,0,NA,NA,NA,-
NA,AT2G46530,auxin.signal.transduction,SALK_063778C,4,exon,>2,control,fruit,5,5,L,1,343,NA,NA,2,124.3261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.248,16.8,22,18.1,25,38,17,10.9,11.2,10.1,21.6,0,0,0,0,38,20,3,36,13,0,13,2,0,3,0.0168,44,AT2G46530,4,0,4,1351,1351,NA,+
NA,AT1G35540,auxin.signal.transduction,SALK_049581C,0,exon,0,control,fruit,6,6,I,1,394,NA,NA,2,203.4893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53,28.6,21,24.6,24,38,28,13.4,12.4,10.7,22,1,0,1,0,38,19,3,36,14,2,26,2,2,0,0.0286,44,AT1G35540,4,0,4,1762,1762,NA,+
NA,NA,NA,CS22658,NA,NA,NA,control,fruit,2,2,J,5,128,NA,NA,3,98.4025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,16.3,20,17.4,24,39,29,10.8,10.8,10.9,22.3,2,0,2,0,39,17,4,36,15,4,18,5,0,5,0.0163,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,control,fruit,2,2,K,2,131,NA,NA,2,84.5171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.924,24,21,19.7,25,39,21,13,12.4,11.5,22.7,0,0,0,0,39,19,4,37,14,0,16,3,1,1,0.024,44,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
NA,NA,NA,CS22636,NA,NA,NA,control,fruit,2,2,L,1,136,NA,NA,2,106.5637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.834,13.5,18,15.9,23,39,24,9.1,8.5,8.9,17.9,1,1,1,1,39,16,5,37,16,4,20,3,0,1,0.0135,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G12820,auxin.signal.transduction,SALK_068787C,1,exon,1+2,control,fruit,3,3,H,3,183,NA,NA,2,160.5873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.153,22.4,19,17.4,23,39,30,11.2,10.7,11.2,21.5,2,0,2,0,39,17,4,37,16,4,22,5,1,4,0.0224,44,AT1G12820,11,11,0,NA,NA,NA,-
NA,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,control,fruit,3,3,J,6,198,NA,NA,3,100.6113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924,10.2,20,15.6,24,39,15,11,11.9,10.1,20.8,0,0,0,0,39,17,4,36,15,0,13,0,1,2,0.0102,44,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
NA,AT2G46530,auxin.signal.transduction,SALK_063778C,4,exon,>2,control,fruit,4,4,H,2,251,NA,NA,2,49.0902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755,11.3,20,15.7,24,39,17,10.3,11,10.4,20.5,0,0,0,0,39,18,4,37,15,0,13,1,0,2,0.0113,44,AT2G46530,4,0,4,1351,1351,NA,+
NA,AT2G21050,auxin.transport,SALK_208379C,1,exon,1+2,control,fruit,4,4,H,3,252,NA,NA,2,356.1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92,45.8,22,25,25,39,21,11.5,13.3,11.6,26.8,1,0,1,0,39,20,3,37,14,2,28,5,1,0,0.0458,44,AT2G21050,1,0,1,1535,1535,NA,+
NA,AT5G15100,auxin.transport,SALK_204263C,0,intron,0,control,fruit,5,5,D,1,295,NA,NA,2,329.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.624,60.9,21,24.6,24,39,42,12.2,13.3,12.4,25.6,1,1,1,1,39,19,3,37,15,4,37,1,1,3,0.0609,44,AT5G15100,0,0,0,NA,NA,NA,NA
NA,AT5G15100,auxin.transport,SALK_204263C,0,intron,0,IAA,fruit,5,5,E,1,301,NA,NA,3,332.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.832,22.7,21,15.8,24,39,25,12.5,12.5,12.2,23.9,1,0,1,0,39,18,3,36,15,2,18,4,0,3,0.0227,44,AT5G15100,0,0,0,NA,NA,NA,NA
NA,AT2G22670,auxin.signal.transduction,SALK_202296C,1,promoter,1+2,control,fruit,6,6,E,2,371,NA,NA,2,401.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48,51.4,21,21.9,25,39,31,12.3,13.7,12.7,22.3,2,0,2,0,39,19,4,37,14,4,30,0,3,0,0.0514,44,AT2G22670,9,0,9,1312.666667,1312.666667,NA,+
NA,AT1G12820,auxin.signal.transduction,SALK_068787C,1,exon,1+2,IAA,fruit,6,6,J,1,400,NA,NA,2,183.5817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.543,21.9,21,19.1,25,39,23,12.2,12.1,11.4,21.5,1,0,1,0,39,19,4,37,14,2,16,5,1,0,0.0219,44,AT1G12820,11,11,0,NA,NA,NA,-
NA,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,control,fruit,6,6,J,2,401,NA,NA,2,260.3527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.513,33.4,21,28.7,24,39,30,11.3,11.7,11,22.4,1,0,1,0,39,19,3,37,15,2,29,0,0,0,0.0334,44,AT5G57420,1,0,1,899,899,NA,+
NA,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,control,fruit,1,1,I,5,53,NA,NA,2,86.7202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.528,14.2,21,18.6,25,40,17,10.8,10.8,11.8,21,0,0,0,0,40,19,4,38,15,0,13,2,1,0,0.0142,44,AT1G15580,1,1,0,465,NA,465,-
NA,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,control,fruit,2,2,A,3,72,NA,NA,3,380.5707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.152,24.4,22,18.9,26,40,24,12,13.2,9.8,22.2,1,0,1,0,40,19,4,37,14,2,21,0,2,0,0.0244,44,AT5G57420,1,0,1,899,899,NA,+
NA,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,control,fruit,5,5,B,2,284,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.061,30.7,22,19.5,27,40,24,12.8,12.2,12.1,25.6,2,0,2,0,40,19,5,37,13,4,19,5,0,0,0.0307,44,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
NA,NA,NA,CS22636,NA,NA,NA,promix,fruit,5,5,D,3,297,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.8,21,23.6,27,40,43,12.8,13.4,11.9,29.7,3,0,3,0,40,19,6,38,13,6,44,10,4,0,0.0748,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,IAA,fruit,5,5,H,1,319,NA,NA,3,261.1511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,23.3,24,20.8,27,40,16,12.1,13.1,11.8,20.7,0,0,0,0,40,21,3,37,13,0,14,2,0,2,0.0233,44,AT5G57420,1,0,1,899,899,NA,+
NA,AT2G20610,auxin.synthesis.metabolism,SALK_113460C,1,intron,1+2,IAA,fruit,5,5,J,5,335,NA,NA,2,267.7963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.439,14,22,15.3,24,40,15,11.8,12.2,10,19,1,0,1,0,40,20,2,38,16,2,12,1,0,2,0.014,44,AT2G20610,7,7,0,1293.857143,NA,1293.857143,-
NA,AT2G22670,auxin.signal.transduction,SALK_202296C,1,promoter,1+2,control,fruit,5,5,K,3,339,NA,NA,2,130.4432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.495,13,22,16.7,25,40,20,11.8,11.9,10.3,18,1,0,1,0,40,20,3,38,15,2,18,1,2,0,0.013,44,AT2G22670,9,0,9,1312.666667,1312.666667,NA,+
NA,NA,NA,CS22658,NA,NA,NA,control,fruit,6,6,G,5,386,NA,NA,3,267.4278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.867,27.2,22,26.2,25,40,29,13.7,11.4,10.7,25,1,0,1,0,40,19,3,37,15,2,23,5,0,2,0.0272,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,control,fruit,6,6,K,4,409,NA,NA,2,158.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.547,14.8,21,19.7,26,40,17,11.1,8.6,10,20,1,0,1,0,40,19,5,38,14,2,16,1,3,0,0.0148,44,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
NA,NA,NA,CS22636,NA,NA,NA,promix,fruit,6,6,L,1,412,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,21,27.4,26,40,76,11.8,12.8,11,32.3,3,1,3,1,40,19,5,38,14,8,57,17,0,4,0.104,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS22636,NA,NA,NA,control,fruit,1,1,D,3,21,NA,NA,2,184.5836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.161,27.6,21,18.5,25,41,34,12.9,13.4,9.8,24.8,2,0,2,0,41,19,4,39,16,4,29,2,2,4,0.0276,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,CS70000,NA,NA,NA,control,fruit,4,2,D,3,90,NA,NA,3,293.6113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.545,25.6,21,17.7,25,41,26,12.5,11.9,12.2,24.9,2,0,2,0,41,18,4,38,16,4,21,4,0,4,0.0256,44,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT5G15100,auxin.transport,SALK_204263C,0,intron,0,IAA,fruit,2,2,G,3,108,NA,NA,2,392.0363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.917,24.4,24,20.4,26,41,20,13,13.2,11.6,24.5,0,0,0,0,41,22,2,39,15,0,16,4,0,4,0.0244,44,AT5G15100,0,0,0,NA,NA,NA,NA
NA,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,control,fruit,2,2,I,2,119,NA,NA,2,86.8018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965,11.4,19,18.1,24,41,25,10.2,10.2,10.2,19.3,2,0,2,0,41,17,5,39,17,4,16,2,0,4,0.0114,44,AT1G15580,1,1,0,465,NA,465,-
NA,NA,NA,CS22636,NA,NA,NA,control,fruit,3,3,D,3,159,NA,NA,3,190.5933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.274,22.8,19,20.9,25,41,26,9.4,11.7,9.8,23.7,3,0,3,0,41,16,6,38,16,6,24,4,0,0,0.0228,44,NA,NA,NA,NA,NA,NA,NA,NA
